image,facelike,hominess,invitingness,price,relaxation,safety
1071478059-1067637332.png,36.83333333,53.66666667,50.5,36.16666667,47.25,34.83333333
1191524032-1094666325.png,36,56.66666667,53.5,63.5,57,58.16666667
148570-514967.png,32.16666667,51.66666667,46.16666667,56,51.41666667,49.83333333
1711987699-1242413945.png,31.83333333,56,55.16666667,80.08333333,64.41666667,60.91666667
1793486405-1439969252.png,29.41666667,31,32.16666667,30.41666667,35.16666667,38.08333333
2055980414-1472018081.png,26.75,44.25,43.66666667,60.08333333,49.08333333,64.41666667
216570695-241477212.png,20,45.41666667,50.33333333,57.58333333,45.83333333,49.75
2187262714-1482179781.png,29.75,49.33333333,46.75,50.08333333,57.25,45.41666667
225317499-374143148.png,26.41666667,64.5,59.16666667,75.25,75.33333333,64.75
2466745411-1667517350.png,42.75,53.66666667,50,70.5,54.16666667,61.41666667
2504525872-1814167872.png,28.08333333,55.83333333,44.5,64,48.91666667,54.33333333
2578050466-1867628749.png,31,47.41666667,47.75,72.66666667,51.75,57.66666667
259505-121855198.png,27.5,41.08333333,37.91666667,44.5,48.33333333,41.58333333
2692805426-1939800280.png,35.41666667,54.66666667,53.58333333,66.58333333,57.5,60
277313221-376378501.png,38.58333333,35.16666667,31.16666667,31.75,40.91666667,43.83333333
2893220697-1971198480.png,37.58333333,49.66666667,53.83333333,52.16666667,53.41666667,53.16666667
2900765866-1990417017.png,24.16666667,55.25,48.08333333,62.83333333,58.83333333,61.5
3197003265-2042883939.png,32.66666667,57.75,45.91666667,44.75,51.08333333,40.08333333
3205771837-2406307838.png,55.33333333,42.75,33.16666667,32,36.75,36
3505025198-2478373931.png,29.58333333,59,49.33333333,63.16666667,54.58333333,59.25
3776926244-2989255075.png,31.75,44.75,44.66666667,61.16666667,52.16666667,54.58333333
3894834319-3246770078.png,44.33333333,53.83333333,42.83333333,62.08333333,49.16666667,56
3901736939-3407634467.png,26.75,49.91666667,41.75,39.91666667,43.16666667,44.5
4082983028-4288867230.png,38.66666667,53.66666667,59.75,66.33333333,58,62.75
458620524-458620524.png,29.5,67.83333333,63.83333333,69,77.25,70.08333333
537639242-477530960.png,25.41666667,50,50.5,46.16666667,45.66666667,53.83333333
545221693-599218589.png,28.25,30,28.58333333,45.08333333,38.08333333,41.41666667
607697778-611234126.png,28.66666667,47.33333333,42.83333333,51,43.91666667,45.66666667
75300394-170974769.png,26.5,38.16666667,35.5,32.91666667,39.41666667,38.91666667
901348950-701259143.png,44.41666667,51.41666667,39.58333333,74.91666667,48.58333333,61.91666667
1071478059-1094666325.png,36.83333333,59.25,62,64.66666667,67.58333333,64.08333333
1191524032-1242413945.png,50.16666667,65.16666667,64.91666667,81.41666667,59.25,72.66666667
148570-121855198.png,36.91666667,54.41666667,70.58333333,61.16666667,61.58333333,64.83333333
1711987699-1439969252.png,40,67.16666667,59.58333333,62.33333333,64.25,64.5
1793486405-1472018081.png,29.41666667,47.75,44.5,55.83333333,43.41666667,55.16666667
2055980414-1482179781.png,31.75,44.66666667,42.75,49.66666667,45.75,55
216570695-374143148.png,41.83333333,68.41666667,69.66666667,70.5,70.58333333,66.66666667
2187262714-1667517350.png,50.41666667,59,71,71.08333333,62.08333333,69.16666667
225317499-376378501.png,38.16666667,69.41666667,71.08333333,62.66666667,74.83333333,67
2466745411-1814167872.png,43.91666667,53.83333333,55.91666667,61.25,57.25,59.75
2504525872-1867628749.png,42.16666667,40.58333333,48.75,69,47.83333333,52.25
2578050466-1939800280.png,47.33333333,73.91666667,76.83333333,78.41666667,74.5,73.75
259505-170974769.png,39.75,46.16666667,45.41666667,50.08333333,52.83333333,49.58333333
2692805426-1971198480.png,42.08333333,59.58333333,56.33333333,55.08333333,57.25,50.58333333
277313221-458620524.png,24.25,31.83333333,32.5,41.33333333,35.41666667,46.66666667
2893220697-1990417017.png,30.91666667,54.41666667,61,56.58333333,49.58333333,61.58333333
2900765866-2042883939.png,36.75,64.58333333,48.33333333,56.75,61.08333333,64.08333333
3197003265-2406307838.png,50.91666667,56.25,43.25,45.08333333,49.25,50.16666667
3205771837-2478373931.png,43.91666667,69,66.25,77.08333333,75.16666667,62.58333333
3505025198-2989255075.png,40.16666667,50.33333333,52.08333333,62.16666667,54.08333333,58.25
3776926244-3246770078.png,54.83333333,57.25,67,62,63.5,62.75
3894834319-3407634467.png,47,62.33333333,68.16666667,55.66666667,65.5,62.41666667
3901736939-4288867230.png,48.16666667,64.75,65.58333333,72.75,70.83333333,69.91666667
4082983028-514967.png,43.41666667,55.66666667,52.58333333,62.83333333,52.33333333,54.91666667
458620524-477530960.png,36.66666667,68.5,61.83333333,60.5,65.91666667,64.83333333
537639242-599218589.png,28.66666667,44,50.5,61.33333333,47.33333333,49.33333333
545221693-611234126.png,34.66666667,45.91666667,39.58333333,53.5,38.58333333,52.75
607697778-701259143.png,53.41666667,37.25,43.5,73.41666667,48.41666667,63.5
75300394-241477212.png,35.91666667,45.66666667,45.91666667,58.33333333,48.58333333,55.16666667
901348950-1067637332.png,34.66666667,33.83333333,33.75,35.41666667,44.41666667,40.58333333
1071478059-1242413945.png,32.4,62.4,51,66.2,65.3,61.2
1191524032-1439969252.png,17.5,30,26.7,32.2,29.7,32.8
148570-170974769.png,40.9,27.4,23.3,31.4,36.1,32.9
1711987699-1472018081.png,38.9,79.9,73.4,86.6,69.1,62.8
1793486405-1482179781.png,19.5,27.6,20.3,29.2,32.4,29.8
2055980414-1667517350.png,44.3,42.7,39.7,55.4,41.5,48.2
216570695-376378501.png,16.9,43.6,34.4,51.3,36.3,41.6
2187262714-1814167872.png,39.8,63.9,49.3,70.7,67,63.4
225317499-458620524.png,25.2,74.4,66.4,77.7,84.3,67.6
2466745411-1867628749.png,29.9,45.2,35.5,55.8,49.9,47
2504525872-1939800280.png,32.9,61.8,59.1,70.8,61.1,67.1
2578050466-1971198480.png,42.9,67.2,71.4,69.7,65.8,58.5
259505-241477212.png,30.3,42.9,43.8,46,44.4,49.1
2692805426-1990417017.png,29.7,42.1,35.8,54.1,44,40.3
277313221-477530960.png,19.4,28.8,23.8,38.7,44.3,48.6
2893220697-2042883939.png,25.1,41.1,40.1,40.2,43.1,47.2
2900765866-2406307838.png,55.2,19.7,15.6,22.1,15.2,24.9
3197003265-2478373931.png,34.6,68.1,62.2,65.9,62.3,59.8
3205771837-2989255075.png,48.5,57.9,59.5,63.9,58.8,58
3505025198-3246770078.png,51.5,38.6,45,51.3,48.8,56.9
3776926244-3407634467.png,25.4,46,41.2,44.2,39.6,42.2
3894834319-4288867230.png,42.4,67,57.9,75.8,61.6,62.3
3901736939-514967.png,28.9,55.6,41.4,54.9,60.1,45.5
4082983028-121855198.png,20.3,34.8,27.2,45.4,43,49
458620524-599218589.png,41.8,49.6,35.4,45,45.9,44.2
537639242-611234126.png,18.4,35.7,35.1,49.6,48.3,57.4
545221693-701259143.png,40.6,54.6,34.1,57.2,53.3,42.7
607697778-1067637332.png,33.4,33.9,26.9,36.5,35.8,30.4
75300394-374143148.png,34.8,60.1,56.7,68.1,62.5,54
901348950-1094666325.png,16.4,48.3,36.1,49.8,44.9,47.3
1071478059-1439969252.png,46.2,45.8,33,30.3,43.3,48.5
1191524032-1472018081.png,38,64.5,54.3,71.3,58.1,67.5
148570-241477212.png,40.7,52.7,59.5,64,54.3,47.1
1711987699-1482179781.png,37.2,63.4,50.2,52.5,67,62.2
1793486405-1667517350.png,46.5,47.9,38.6,56.7,48,59.5
2055980414-1814167872.png,35.1,47.5,36.2,52.5,49.1,51.7
216570695-458620524.png,40.4,70.6,58.2,72.1,64.2,70.5
2187262714-1867628749.png,34.5,39.5,34.1,51.1,41.3,48.6
225317499-477530960.png,32.9,61.1,55.4,50.8,55.5,65
2466745411-1939800280.png,52,58.3,49.3,65.5,58,63.6
2504525872-1971198480.png,38.5,50.1,41.1,48.7,44.4,51.3
2578050466-1990417017.png,46.3,68.2,62.8,69.3,69.8,70.3
259505-374143148.png,33.5,55.5,34.8,60.8,51.6,56.6
2692805426-2042883939.png,32.6,49.7,44.9,51.4,50.3,51.3
277313221-599218589.png,28.1,29.7,21.1,41.2,22.8,27.4
2893220697-2406307838.png,69.2,28.4,24.4,24.7,26.1,26.3
2900765866-2478373931.png,40.9,58.9,52.7,62.5,56.9,60.7
3197003265-2989255075.png,53.7,56.4,47.3,58.7,53.1,60.9
3205771837-3246770078.png,70.2,63.4,41,56.3,56.3,65.9
3505025198-3407634467.png,35.4,44.3,38.7,53.6,51.7,47.9
3776926244-4288867230.png,45.9,54.7,46.1,68.9,53.1,65
3894834319-514967.png,29.3,57.2,47.4,50.8,56.7,57.6
3901736939-121855198.png,37.8,54.1,42.1,49,51.5,45.4
4082983028-170974769.png,39.1,36.4,26.2,43.5,32.1,30.1
458620524-611234126.png,54.3,48,31.5,48.6,37.2,50
537639242-701259143.png,63.8,50.5,54.5,66.5,43.3,62
545221693-1067637332.png,31.3,27.2,23.5,27.6,27.9,31.2
607697778-1094666325.png,26.4,47.6,36.1,50.1,41.2,58.5
75300394-376378501.png,34.2,43.8,36.9,47.1,50.6,44.2
901348950-1242413945.png,45,50.9,48,69.3,54.8,60.9
1071478059-1472018081.png,30.4,55.7,48.7,62.1,51.9,60.1
1191524032-1482179781.png,29.6,47.9,48.4,53,36.8,47.9
148570-374143148.png,34.9,57.4,61.9,56.2,47.8,63.7
1711987699-1667517350.png,59.1,59.3,66.1,67.8,64,66
1793486405-1814167872.png,31.5,38.5,52.9,44.1,42.8,55
2055980414-1867628749.png,21.8,30.6,32.8,43.5,31.1,33.4
216570695-477530960.png,32.3,51,50.4,44.2,50.1,50.1
2187262714-1939800280.png,37.6,65.5,69.1,72.5,71.7,66.8
225317499-599218589.png,37.7,64.8,63.7,59,56.9,58.6
2466745411-1971198480.png,33.1,49.7,55.2,45.2,50.5,51.5
2504525872-1990417017.png,30.8,47.9,53.5,50.6,53.7,51
2578050466-2042883939.png,26.7,56.6,60.4,63.1,50.8,53.8
259505-376378501.png,21.2,29.6,34,34.3,26.2,37.9
2692805426-2406307838.png,55,19.4,24.4,21.5,20.6,24.5
277313221-611234126.png,17.6,13.7,16.5,22.9,18.7,25.3
2893220697-2478373931.png,37.9,54,62.6,71.4,60.7,61
2900765866-2989255075.png,39.2,41.8,46.2,43.9,38,50.8
3197003265-3246770078.png,65.8,46.2,47.8,47.3,48.9,50.2
3205771837-3407634467.png,36.6,55.9,61.3,56.7,58.6,47.9
3505025198-4288867230.png,42.2,50.1,56,62.3,46.6,53.9
3776926244-514967.png,25.1,41.3,48.7,49,49.5,42.4
3894834319-121855198.png,21.6,48.4,50.3,51.5,54.8,39.9
3901736939-170974769.png,33.7,45.5,42,41.4,44.5,43.9
4082983028-241477212.png,38.5,37,30.6,35.5,30.5,35
458620524-701259143.png,46.4,51.7,55.7,61.6,52.9,62.7
537639242-1067637332.png,41.3,53.8,38.6,34.4,46.2,36.7
545221693-1094666325.png,21.2,36.9,43,44.5,38.7,44.1
607697778-1242413945.png,42.7,57.6,54.1,54.3,50.9,53.2
75300394-458620524.png,31.3,60.1,60.3,58,57,57
901348950-1439969252.png,24.6,27,32,36.9,27.5,39.4
1071478059-1482179781.png,12.1,43.5,46.2,38.9,40.2,45.4
1191524032-1667517350.png,42.7,58.9,56,64.6,56,65.4
148570-376378501.png,17.2,58.2,54.3,52.4,44.3,56.1
1711987699-1814167872.png,14.2,54,51.3,68.3,55.9,65.7
1793486405-1867628749.png,24.9,34.2,38.1,50.5,28.8,33.5
2055980414-1939800280.png,24.1,66.1,61.2,62.6,55.8,62.9
216570695-599218589.png,20,39.8,40,50,56.6,52.7
2187262714-1971198480.png,21.6,58,63.9,42.8,55.8,56.2
225317499-611234126.png,14.8,43.5,44.3,46.4,40,46.3
2466745411-1990417017.png,16.1,50.1,49.5,51.7,55.3,61.9
2504525872-2042883939.png,13.6,54.8,51.3,44,53.9,45.3
2578050466-2406307838.png,72.3,38.2,36.4,37.2,36,47.6
259505-458620524.png,20.4,74.1,66.7,65,78.2,72.8
2692805426-2478373931.png,14.6,64.9,64.4,60.2,61.7,67.1
277313221-701259143.png,50.6,35.9,40.3,55.2,34.3,46.2
2893220697-2989255075.png,19.2,43.7,49.9,48.5,55.5,60.6
2900765866-3246770078.png,60.4,25.3,25.7,39.2,29.1,35.2
3197003265-3407634467.png,35.5,54.7,41.5,44.9,47.8,54.4
3205771837-4288867230.png,24.1,65.4,60,67.9,63.3,60.8
3505025198-514967.png,20.8,46.4,42,46.8,43.4,51.2
3776926244-121855198.png,14.4,50.4,46.3,54.5,52.4,55.4
3894834319-170974769.png,15.7,69.4,62.2,52.4,60.5,57.3
3901736939-241477212.png,21.9,53.9,54.1,57,61.5,53.4
4082983028-374143148.png,18.3,54.2,51.7,55,54.3,59.6
458620524-1067637332.png,19.5,58.1,50.9,38.1,67.9,50.4
537639242-1094666325.png,11.4,61.8,59.3,57.2,58.3,57.4
545221693-1242413945.png,34.5,47.4,38.7,63.2,52.4,52.6
607697778-1439969252.png,10.6,49.4,52.8,51.8,59.7,61.5
75300394-477530960.png,8.7,55.5,47.9,47.5,52.9,48.9
901348950-1472018081.png,17.7,70.2,67.1,65.4,66.9,67.9
1071478059-1667517350.png,45.1,57.4,48.2,57.7,54.3,47.4
1191524032-1814167872.png,30,63.1,59.3,80.1,64.8,62.2
148570-458620524.png,19.1,73.6,76,70.9,76.2,60.5
1711987699-1867628749.png,34,51.3,46.2,70.9,45.1,51.6
1793486405-1939800280.png,39.1,65,46.8,63.3,51.7,51.4
2055980414-1971198480.png,40.7,22,25.7,20.5,25.1,16.8
216570695-611234126.png,22.6,46.8,50.4,60,60.6,51.2
2187262714-1990417017.png,42.8,58.7,54.4,58.6,60,52.3
225317499-701259143.png,56.7,63.9,61.2,78,68.9,64.4
2466745411-2042883939.png,18.8,41.2,49.3,55.8,48,48.3
2504525872-2406307838.png,75.3,23.4,20,26.1,29.2,19.7
2578050466-2478373931.png,28.5,65.1,62.9,81.3,62.4,64.8
259505-477530960.png,16.5,37.5,37.4,45.3,37.9,37.5
2692805426-2989255075.png,37.2,46.6,44.3,56.2,44.5,50.5
277313221-1067637332.png,27.9,18.8,16.3,19.6,17.3,18.3
2893220697-3246770078.png,70.9,57.2,52.8,57.8,62.2,51.2
2900765866-3407634467.png,44.5,41.8,53.4,48.7,51.5,34.9
3197003265-4288867230.png,36,63,58.1,75.4,66.2,57.3
3205771837-514967.png,20.1,45.4,62.9,61.5,57.5,56.6
3505025198-121855198.png,23.8,38.2,43.1,48.1,42.4,36.5
3776926244-170974769.png,40.2,32,36.9,41.9,31.9,40.6
3894834319-241477212.png,19,48.2,56.5,54.1,49,48.3
3901736939-374143148.png,32.6,55.1,62.3,60.6,60.2,51.9
4082983028-376378501.png,21.8,41.3,35.9,41.3,39.3,35.5
458620524-1094666325.png,18.7,62.7,60.5,71.9,57.7,60.4
537639242-1242413945.png,34.7,66.4,64.9,80.9,65.1,61.6
545221693-1439969252.png,29.7,27.2,24.7,36.3,28.2,20.6
607697778-1472018081.png,21.9,67.3,67.2,68.8,72.1,59.7
75300394-599218589.png,25.3,44.4,32.5,49.8,46.7,33.6
901348950-1482179781.png,22.6,40.7,43.7,48.3,41.9,39.7
1071478059-1814167872.png,31.2,53.7,53.4,58.3,44.9,54.6
1191524032-1867628749.png,37.9,43.7,35.1,60.5,31.6,51.2
148570-477530960.png,22.9,45,53.7,49.3,57.7,56.1
1711987699-1939800280.png,36.4,76.8,75,68.9,65.8,68.5
1793486405-1971198480.png,28.8,35.5,30.4,29.7,24.7,31.3
2055980414-1990417017.png,31,46.3,50.8,49.9,49.2,54.7
216570695-701259143.png,49.5,64.1,66.7,68.7,58.4,54.4
2187262714-2042883939.png,18.8,47.3,43.2,44.5,46.2,51.8
225317499-1067637332.png,36.4,69.2,62.1,47.4,67.5,59.5
2466745411-2406307838.png,47.2,30.4,27.7,28.2,30.5,33.4
2504525872-2478373931.png,36.4,67.8,53.3,62.3,58.7,57.8
2578050466-2989255075.png,41.6,62.7,62.6,74.7,54.1,63.5
259505-599218589.png,29,31.7,36.8,39.8,29.9,39.1
2692805426-3246770078.png,49.1,37.8,42.3,49.5,36.8,54.9
277313221-1094666325.png,15.5,36.9,31.2,48.3,28,39.1
2893220697-3407634467.png,32.8,41.5,45.5,37.7,44.6,43.9
2900765866-4288867230.png,45.5,61.3,48.4,62,55.2,59.4
3197003265-514967.png,19.4,46,43.4,44.4,46.5,38.6
3205771837-121855198.png,20.7,50,48.1,47.5,42.9,51.8
3505025198-170974769.png,20,32.1,17,24.2,16.7,25.7
3776926244-241477212.png,24.3,43.1,44.5,54.3,35.3,46.7
3894834319-374143148.png,32.7,68.4,56.6,64.9,62,63.2
3901736939-376378501.png,15.9,45.8,39.6,32.6,32.6,40.9
4082983028-458620524.png,33.3,59.1,62.6,65.8,56.4,65.9
458620524-1242413945.png,46.4,70.4,66.2,75.7,57.2,64
537639242-1439969252.png,13.5,36.8,36.4,32.8,37.3,44.3
545221693-1472018081.png,31.2,61.8,60.5,68.3,62.8,67.9
607697778-1482179781.png,19.4,35,39.2,37.6,34.1,44.1
75300394-611234126.png,27.5,34.9,33.9,42.6,30.8,35.4
901348950-1667517350.png,41.6,56,59.3,65.2,46.7,59.8
1071478059-1867628749.png,34.9,25.4,30.7,48.8,21,39
1191524032-1939800280.png,35.7,79.8,81.7,70.4,69.9,77.5
148570-599218589.png,28.2,44.2,48.8,46.7,43.5,39.4
1711987699-1971198480.png,30.1,74.4,63.3,59.6,72.6,67
1793486405-1990417017.png,27.3,40,50.2,49.7,52.4,50.8
2055980414-2042883939.png,18.4,29.7,22.2,33.2,26.6,28.8
216570695-1067637332.png,25.4,41.7,36.7,41.2,37.3,45.7
2187262714-2406307838.png,54.9,27.2,31.4,33.5,28.7,33.4
225317499-1094666325.png,26.7,58.2,58.3,66.5,66.1,53.3
2466745411-2478373931.png,26.7,61.6,68.1,73.6,69.4,65.9
2504525872-2989255075.png,34.3,61,57,59,57.6,62.6
2578050466-3246770078.png,45.5,73.7,72.6,72.9,71.3,71.9
259505-611234126.png,34.3,24.7,22.4,34.9,25.9,38.1
2692805426-3407634467.png,27.5,37.3,42.3,40.5,35.5,34.2
277313221-1242413945.png,29.4,54.2,53.8,73.5,46.4,55.5
2893220697-4288867230.png,33.7,70,61.1,71.5,61.8,62.4
2900765866-514967.png,22,46.7,38.3,43.1,35.5,43
3197003265-121855198.png,19.4,51.2,49.8,44.1,53.4,48.6
3205771837-170974769.png,26.4,52.5,52.8,57.7,52.6,48
3505025198-241477212.png,21.8,39.3,28.1,42.1,36.8,43
3776926244-374143148.png,28.3,59.3,59.8,59.7,57.3,58.2
3894834319-376378501.png,20.4,38,39.7,44.4,40.4,39.8
3901736939-458620524.png,24.1,73.5,71.5,71.9,76.3,75.7
4082983028-477530960.png,20.1,25.7,32,40.9,32.4,30.8
458620524-1439969252.png,29.6,33.4,34.9,41.7,31.2,35.6
537639242-1472018081.png,25.9,73.1,71.4,73.1,82.7,71.2
545221693-1482179781.png,14.5,19.5,20.8,28,17.1,35.3
607697778-1667517350.png,45.3,63.5,61.1,65.1,62.6,65.6
75300394-701259143.png,52.5,50.2,48.7,56.7,51.5,65.7
901348950-1814167872.png,27.7,55.9,55.6,67.5,52.4,64.5
1071478059-1939800280.png,38.3,66.6,68,69.2,56.6,63.6
1191524032-1971198480.png,45.4,63.2,61.6,66.1,61,62
148570-611234126.png,37.7,48.4,47.8,47.1,46.1,55.2
1711987699-1990417017.png,25.4,60.9,62.6,68,70.9,63.5
1793486405-2042883939.png,19.7,38.2,39.6,40.2,45.3,46.4
2055980414-2406307838.png,62,33.3,37.3,30,35.5,45.7
216570695-1094666325.png,23.2,53.5,46.8,55.3,52,54.3
2187262714-2478373931.png,35.4,70.8,65.1,64.9,66.1,65.5
225317499-1242413945.png,44.5,73.4,64.3,74.8,73.5,71.4
2466745411-2989255075.png,40.2,60.7,54.1,68.9,53.9,62.6
2504525872-3246770078.png,62.7,55.9,49.6,60.4,54,61.9
2578050466-3407634467.png,24.6,65.3,58.1,59.3,65.4,52.2
259505-701259143.png,48.4,63.3,52.8,70.5,56.2,61.4
2692805426-4288867230.png,40.8,65.4,52.5,57.7,60.3,61.6
277313221-1439969252.png,28,27.6,19.2,22.7,22.3,25
2893220697-514967.png,30.8,49.4,42.8,41.8,53,46
2900765866-121855198.png,21.8,62,54.5,55.9,67.7,46
3197003265-170974769.png,35.7,39.6,31,41.4,44.7,30.5
3205771837-241477212.png,26.6,47.4,50.1,44.5,43.8,40.6
3505025198-374143148.png,35.8,50,48.2,54.5,57.4,54.1
3776926244-376378501.png,30.2,54.2,44.9,46.8,51.1,50.5
