filename,rating
perceived_price_0000_class0.png,22.6
perceived_price_0001_class2.png,46.7
perceived_price_0002_class1.png,63.5
perceived_price_0003_class0.png,26.3
perceived_price_0004_class0.png,45.6
perceived_price_0005_class0.png,59.7
perceived_price_0006_class2.png,69.8
perceived_price_0007_class2.png,74.3
perceived_price_0008_class2.png,73.1
perceived_price_0009_class3.png,64.3
perceived_price_0010_class0.png,56.8
perceived_price_0011_class2.png,70.5
perceived_price_0012_class0.png,32.8
perceived_price_0013_class0.png,33.8
perceived_price_0014_class0.png,36.0
perceived_price_0015_class0.png,24.2
perceived_price_0016_class1.png,29.1
perceived_price_0017_class3.png,56.3
perceived_price_0018_class0.png,55.9
perceived_price_0019_class1.png,54.0
perceived_price_0020_class1.png,51.9
perceived_price_0021_class2.png,52.9
perceived_price_0022_class1.png,52.5
perceived_price_0023_class3.png,75.9
perceived_price_0024_class2.png,68.2
perceived_price_0025_class0.png,43.1
perceived_price_0026_class2.png,55.0
perceived_price_0027_class3.png,65.6
perceived_price_0028_class1.png,64.7
perceived_price_0029_class0.png,38.5
perceived_price_0030_class1.png,55.6
perceived_price_0031_class0.png,51.0
perceived_price_0032_class3.png,63.5
perceived_price_0033_class0.png,50.4
perceived_price_0034_class1.png,55.1
perceived_price_0035_class0.png,50.8
perceived_price_0036_class1.png,40.0
perceived_price_0037_class1.png,46.3
perceived_price_0038_class3.png,68.5
perceived_price_0039_class1.png,70.1
perceived_price_0040_class2.png,48.0
perceived_price_0041_class1.png,42.1
perceived_price_0042_class2.png,60.3
perceived_price_0043_class0.png,54.4
perceived_price_0044_class3.png,69.1
perceived_price_0045_class3.png,63.0
perceived_price_0046_class2.png,67.9
perceived_price_0047_class3.png,70.6
perceived_price_0048_class1.png,51.0
perceived_price_0049_class0.png,41.0
perceived_price_0050_class3.png,63.6
perceived_price_0051_class1.png,50.9
perceived_price_0052_class0.png,36.1
perceived_price_0053_class2.png,44.6
perceived_price_0054_class1.png,60.1
perceived_price_0055_class2.png,55.1
perceived_price_0056_class2.png,63.8
perceived_price_0057_class1.png,48.1
perceived_price_0058_class2.png,51.2
perceived_price_0059_class0.png,52.3
perceived_price_0060_class0.png,23.7
perceived_price_0061_class3.png,49.0
perceived_price_0062_class2.png,69.2
perceived_price_0063_class2.png,57.9
perceived_price_0064_class2.png,60.4
perceived_price_0065_class2.png,58.6
perceived_price_0066_class0.png,38.7
perceived_price_0067_class0.png,24.1
perceived_price_0068_class2.png,50.3
perceived_price_0069_class3.png,59.4
perceived_price_0070_class2.png,59.1
perceived_price_0071_class1.png,51.6
perceived_price_0072_class0.png,48.9
perceived_price_0073_class3.png,56.1
perceived_price_0074_class1.png,59.7
perceived_price_0075_class2.png,61.6
perceived_price_0076_class3.png,64.0
perceived_price_0077_class1.png,53.0
perceived_price_0078_class1.png,59.4
perceived_price_0079_class3.png,71.2
perceived_price_0080_class1.png,66.4
perceived_price_0081_class1.png,53.1
perceived_price_0082_class0.png,50.3
perceived_price_0083_class3.png,72.0
perceived_price_0084_class3.png,71.8
perceived_price_0085_class3.png,62.7
perceived_price_0086_class1.png,51.3
perceived_price_0087_class0.png,54.2
perceived_price_0088_class3.png,67.0
perceived_price_0089_class1.png,52.3
perceived_price_0090_class3.png,64.2
perceived_price_0091_class0.png,40.8
perceived_price_0092_class1.png,57.5
perceived_price_0093_class2.png,60.8
perceived_price_0094_class3.png,67.6
perceived_price_0095_class2.png,44.8
perceived_price_0096_class3.png,62.0
perceived_price_0097_class0.png,51.1
perceived_price_0098_class1.png,57.7
perceived_price_0099_class0.png,45.2
perceived_price_0100_class3.png,59.18181818181818
perceived_price_0101_class3.png,64.27272727272727
perceived_price_0102_class1.png,63.09090909090909
perceived_price_0103_class2.png,67.18181818181819
perceived_price_0104_class3.png,60.63636363636363
perceived_price_0105_class0.png,20.454545454545453
perceived_price_0106_class3.png,56.54545454545455
perceived_price_0107_class3.png,59.54545454545455
perceived_price_0108_class1.png,58.18181818181818
perceived_price_0109_class2.png,61.18181818181818
perceived_price_0110_class0.png,24.363636363636363
perceived_price_0111_class1.png,41.90909090909091
perceived_price_0112_class1.png,46.0
perceived_price_0113_class3.png,67.54545454545455
perceived_price_0114_class0.png,38.0
perceived_price_0115_class2.png,59.81818181818182
perceived_price_0116_class1.png,57.81818181818182
perceived_price_0117_class0.png,58.63636363636363
perceived_price_0118_class3.png,66.45454545454545
perceived_price_0119_class1.png,52.27272727272727
perceived_price_0120_class1.png,57.54545454545455
perceived_price_0121_class2.png,49.0
perceived_price_0122_class0.png,22.09090909090909
perceived_price_0123_class3.png,60.18181818181818
perceived_price_0124_class2.png,51.90909090909091
perceived_price_0125_class0.png,35.81818181818182
perceived_price_0126_class3.png,54.54545454545455
perceived_price_0127_class3.png,47.45454545454545
perceived_price_0128_class1.png,50.0
perceived_price_0129_class0.png,45.63636363636363
perceived_price_0130_class2.png,57.54545454545455
perceived_price_0131_class3.png,55.36363636363637
perceived_price_0132_class0.png,39.45454545454545
perceived_price_0133_class0.png,22.454545454545453
perceived_price_0134_class1.png,40.90909090909091
perceived_price_0135_class2.png,49.90909090909091
perceived_price_0136_class3.png,62.27272727272727
perceived_price_0137_class0.png,32.0
perceived_price_0138_class0.png,30.63636363636364
perceived_price_0139_class0.png,34.63636363636363
perceived_price_0140_class3.png,59.63636363636363
perceived_price_0141_class2.png,60.90909090909091
perceived_price_0142_class3.png,68.72727272727273
perceived_price_0143_class2.png,57.81818181818182
perceived_price_0144_class2.png,64.27272727272727
perceived_price_0145_class1.png,55.18181818181818
perceived_price_0146_class0.png,36.0
perceived_price_0147_class1.png,47.81818181818182
perceived_price_0148_class2.png,43.90909090909091
perceived_price_0149_class3.png,67.0909090909091
perceived_price_0150_class3.png,58.81818181818182
perceived_price_0151_class3.png,73.54545454545455
perceived_price_0152_class0.png,42.27272727272727
perceived_price_0153_class1.png,50.18181818181818
perceived_price_0154_class0.png,44.0
perceived_price_0155_class0.png,25.09090909090909
perceived_price_0156_class3.png,51.81818181818182
perceived_price_0157_class2.png,52.0
perceived_price_0158_class0.png,27.454545454545453
perceived_price_0159_class3.png,60.36363636363637
perceived_price_0160_class1.png,54.90909090909091
perceived_price_0161_class2.png,60.54545454545455
perceived_price_0162_class3.png,62.0
perceived_price_0163_class1.png,53.0
perceived_price_0164_class1.png,38.36363636363637
perceived_price_0165_class1.png,53.27272727272727
perceived_price_0166_class2.png,54.09090909090909
perceived_price_0167_class3.png,60.18181818181818
perceived_price_0168_class1.png,31.454545454545453
perceived_price_0169_class2.png,45.18181818181818
perceived_price_0170_class1.png,59.72727272727273
perceived_price_0171_class0.png,44.54545454545455
perceived_price_0172_class3.png,87.27272727272727
perceived_price_0173_class1.png,48.09090909090909
perceived_price_0174_class2.png,64.63636363636364
perceived_price_0175_class2.png,46.27272727272727
perceived_price_0176_class1.png,48.36363636363637
perceived_price_0177_class3.png,54.81818181818182
perceived_price_0178_class2.png,44.72727272727273
perceived_price_0179_class3.png,71.72727272727273
perceived_price_0180_class1.png,64.63636363636364
perceived_price_0181_class1.png,27.90909090909091
perceived_price_0182_class1.png,58.63636363636363
perceived_price_0183_class2.png,56.09090909090909
perceived_price_0184_class3.png,61.09090909090909
perceived_price_0185_class0.png,55.63636363636363
perceived_price_0186_class3.png,74.81818181818181
perceived_price_0187_class2.png,62.09090909090909
perceived_price_0188_class0.png,33.09090909090909
perceived_price_0189_class3.png,58.45454545454545
perceived_price_0190_class2.png,51.90909090909091
perceived_price_0191_class3.png,65.9090909090909
perceived_price_0192_class3.png,64.45454545454545
perceived_price_0193_class1.png,66.18181818181819
perceived_price_0194_class3.png,61.09090909090909
perceived_price_0195_class1.png,53.81818181818182
perceived_price_0196_class0.png,45.45454545454545
perceived_price_0197_class2.png,55.90909090909091
perceived_price_0198_class3.png,57.27272727272727
perceived_price_0199_class3.png,71.0909090909091
perceived_price_0200_class2.png,66.6
perceived_price_0201_class0.png,60.7
perceived_price_0202_class0.png,42.8
perceived_price_0203_class3.png,72.7
perceived_price_0204_class1.png,59.2
perceived_price_0205_class1.png,47.9
perceived_price_0206_class1.png,60.5
perceived_price_0207_class2.png,64.5
perceived_price_0208_class2.png,55.9
perceived_price_0209_class2.png,50.1
perceived_price_0210_class2.png,70.5
perceived_price_0211_class1.png,51.8
perceived_price_0212_class2.png,64.1
perceived_price_0213_class3.png,62.2
perceived_price_0214_class1.png,53.3
perceived_price_0215_class1.png,56.3
perceived_price_0216_class1.png,45.4
perceived_price_0217_class0.png,36.4
perceived_price_0218_class3.png,60.6
perceived_price_0219_class1.png,67.5
perceived_price_0220_class2.png,45.1
perceived_price_0221_class1.png,26.3
perceived_price_0222_class2.png,62.2
perceived_price_0223_class0.png,40.5
perceived_price_0224_class0.png,52.3
perceived_price_0225_class0.png,54.9
perceived_price_0226_class3.png,60.6
perceived_price_0227_class2.png,70.9
perceived_price_0228_class0.png,36.1
perceived_price_0229_class2.png,60.2
perceived_price_0230_class0.png,38.9
perceived_price_0231_class3.png,67.8
perceived_price_0232_class1.png,55.5
perceived_price_0233_class2.png,61.9
perceived_price_0234_class3.png,65.9
perceived_price_0235_class2.png,64.2
perceived_price_0236_class0.png,56.6
perceived_price_0237_class1.png,67.2
perceived_price_0238_class3.png,72.7
perceived_price_0239_class0.png,49.3
perceived_price_0240_class3.png,62.3
perceived_price_0241_class3.png,70.1
perceived_price_0242_class1.png,62.2
perceived_price_0243_class2.png,55.1
perceived_price_0244_class2.png,72.6
perceived_price_0245_class1.png,58.9
perceived_price_0246_class0.png,57.9
perceived_price_0247_class0.png,43.8
perceived_price_0248_class3.png,64.1
perceived_price_0249_class2.png,70.1
perceived_price_0250_class3.png,75.8
perceived_price_0251_class1.png,59.1
perceived_price_0252_class1.png,56.2
perceived_price_0253_class3.png,61.2
perceived_price_0254_class2.png,73.5
perceived_price_0255_class1.png,49.0
perceived_price_0256_class3.png,52.8
perceived_price_0257_class2.png,69.6
perceived_price_0258_class0.png,42.0
perceived_price_0259_class2.png,59.6
perceived_price_0260_class2.png,62.8
