filename,rating
invitingness_0000_class0.png,45.5
invitingness_0001_class3.png,49.9
invitingness_0002_class3.png,62.7
invitingness_0003_class1.png,39.5
invitingness_0004_class1.png,54.9
invitingness_0005_class0.png,49.4
invitingness_0006_class2.png,36.6
invitingness_0007_class1.png,44.4
invitingness_0008_class0.png,43.2
invitingness_0009_class1.png,58.5
invitingness_0010_class0.png,39.7
invitingness_0011_class3.png,72.9
invitingness_0012_class2.png,61.9
invitingness_0013_class2.png,70.2
invitingness_0014_class0.png,51.4
invitingness_0015_class0.png,51.1
invitingness_0016_class3.png,70.5
invitingness_0017_class1.png,52.9
invitingness_0018_class0.png,52.9
invitingness_0019_class0.png,28.1
invitingness_0020_class2.png,61.7
invitingness_0021_class3.png,71.9
invitingness_0022_class2.png,55.2
invitingness_0023_class3.png,49.3
invitingness_0024_class0.png,42.5
invitingness_0025_class3.png,54.3
invitingness_0026_class2.png,54.1
invitingness_0027_class3.png,65.3
invitingness_0028_class2.png,64.5
invitingness_0029_class1.png,57.5
invitingness_0030_class3.png,60.6
invitingness_0031_class0.png,29.6
invitingness_0032_class3.png,52.0
invitingness_0033_class3.png,52.3
invitingness_0034_class3.png,51.7
invitingness_0035_class2.png,55.9
invitingness_0036_class0.png,49.2
invitingness_0037_class3.png,49.7
invitingness_0038_class0.png,33.9
invitingness_0039_class2.png,32.4
invitingness_0040_class2.png,49.3
invitingness_0041_class0.png,46.8
invitingness_0042_class1.png,46.4
invitingness_0043_class3.png,61.5
invitingness_0044_class1.png,25.6
invitingness_0045_class1.png,28.5
invitingness_0046_class2.png,40.2
invitingness_0047_class0.png,37.4
invitingness_0048_class0.png,35.6
invitingness_0049_class1.png,57.8
invitingness_0050_class3.png,62.7
invitingness_0051_class2.png,40.6
invitingness_0052_class0.png,22.4
invitingness_0053_class1.png,47.4
invitingness_0054_class3.png,55.6
invitingness_0055_class2.png,35.9
invitingness_0056_class1.png,40.3
invitingness_0057_class0.png,33.8
invitingness_0058_class3.png,62.4
invitingness_0059_class3.png,68.3
invitingness_0060_class2.png,57.3
invitingness_0061_class2.png,45.5
invitingness_0062_class0.png,47.7
invitingness_0063_class3.png,57.9
invitingness_0064_class2.png,48.1
invitingness_0065_class0.png,33.5
invitingness_0066_class3.png,42.9
invitingness_0067_class1.png,38.5
invitingness_0068_class0.png,32.9
invitingness_0069_class2.png,32.5
invitingness_0070_class0.png,38.6
invitingness_0071_class0.png,28.5
invitingness_0072_class3.png,58.0
invitingness_0073_class2.png,47.1
invitingness_0074_class2.png,53.7
invitingness_0075_class1.png,50.0
invitingness_0076_class0.png,25.7
invitingness_0077_class3.png,53.4
invitingness_0078_class0.png,30.7
invitingness_0079_class2.png,53.4
invitingness_0080_class2.png,54.4
invitingness_0081_class1.png,58.6
invitingness_0082_class3.png,56.7
invitingness_0083_class2.png,40.7
invitingness_0084_class3.png,65.1
invitingness_0085_class1.png,52.2
invitingness_0086_class2.png,59.7
invitingness_0087_class1.png,22.4
invitingness_0088_class1.png,39.8
invitingness_0089_class1.png,51.7
invitingness_0090_class1.png,42.3
invitingness_0091_class2.png,47.9
invitingness_0092_class1.png,42.3
invitingness_0093_class3.png,59.5
invitingness_0094_class1.png,53.8
invitingness_0095_class1.png,44.4
invitingness_0096_class3.png,61.8
invitingness_0097_class2.png,51.1
invitingness_0098_class3.png,55.4
invitingness_0099_class3.png,52.6
invitingness_0100_class3.png,33.45454545454545
invitingness_0101_class2.png,72.36363636363636
invitingness_0102_class3.png,71.27272727272727
invitingness_0103_class0.png,37.72727272727273
invitingness_0104_class3.png,61.36363636363637
invitingness_0105_class1.png,70.9090909090909
invitingness_0106_class1.png,39.90909090909091
invitingness_0107_class0.png,24.363636363636363
invitingness_0108_class2.png,65.63636363636364
invitingness_0109_class2.png,64.27272727272727
invitingness_0110_class0.png,12.090909090909092
invitingness_0111_class1.png,57.72727272727273
invitingness_0112_class3.png,73.72727272727273
invitingness_0113_class2.png,28.181818181818183
invitingness_0114_class3.png,70.27272727272727
invitingness_0115_class0.png,55.36363636363637
invitingness_0116_class0.png,49.45454545454545
invitingness_0117_class2.png,65.27272727272727
invitingness_0118_class0.png,51.54545454545455
invitingness_0119_class1.png,42.81818181818182
invitingness_0120_class3.png,74.0909090909091
invitingness_0121_class2.png,57.72727272727273
invitingness_0122_class3.png,71.27272727272727
invitingness_0123_class1.png,63.09090909090909
invitingness_0124_class3.png,70.81818181818181
invitingness_0125_class0.png,22.727272727272727
invitingness_0126_class0.png,25.63636363636364
invitingness_0127_class0.png,34.81818181818182
invitingness_0128_class2.png,37.36363636363637
invitingness_0129_class3.png,69.81818181818181
invitingness_0130_class3.png,73.45454545454545
invitingness_0131_class2.png,62.90909090909091
invitingness_0132_class1.png,39.54545454545455
invitingness_0133_class0.png,49.09090909090909
invitingness_0134_class1.png,55.09090909090909
invitingness_0135_class3.png,72.54545454545455
invitingness_0136_class0.png,62.18181818181818
invitingness_0137_class0.png,41.45454545454545
invitingness_0138_class2.png,57.18181818181818
invitingness_0139_class1.png,26.545454545454547
invitingness_0140_class3.png,52.36363636363637
invitingness_0141_class2.png,51.72727272727273
invitingness_0142_class2.png,60.54545454545455
invitingness_0143_class0.png,41.63636363636363
invitingness_0144_class2.png,61.63636363636363
invitingness_0145_class0.png,28.363636363636363
invitingness_0146_class0.png,38.09090909090909
invitingness_0147_class2.png,60.0
invitingness_0148_class3.png,61.54545454545455
invitingness_0149_class1.png,50.90909090909091
invitingness_0150_class2.png,52.36363636363637
invitingness_0151_class3.png,57.45454545454545
invitingness_0152_class1.png,28.90909090909091
invitingness_0153_class1.png,50.54545454545455
invitingness_0154_class3.png,63.90909090909091
invitingness_0155_class1.png,57.36363636363637
invitingness_0156_class1.png,32.54545454545455
invitingness_0157_class2.png,39.72727272727273
invitingness_0158_class2.png,69.0
invitingness_0159_class2.png,58.36363636363637
invitingness_0160_class3.png,62.72727272727273
invitingness_0161_class3.png,59.36363636363637
invitingness_0162_class0.png,46.81818181818182
invitingness_0163_class2.png,59.0
invitingness_0164_class2.png,66.63636363636364
invitingness_0165_class1.png,55.63636363636363
invitingness_0166_class3.png,65.72727272727273
invitingness_0167_class1.png,54.18181818181818
invitingness_0168_class0.png,32.72727272727273
invitingness_0169_class1.png,64.72727272727273
invitingness_0170_class2.png,60.72727272727273
